video_name,timestamp_seconds,timestamp_hhmmss,real_timestamp_hhmmss,frame_number,person_count,bicycle_count,car_count,motorcycle_count,bus_count,truck_count,traffic_light_count,total_vehicle_count,total_road_user_count
Whole Day 1 - Fri 24th Apr.mov,260,0:04:20,13:34:20,7784,1,0,7,0,0,1,0,8,9
Whole Day 1 - Fri 24th Apr.mov,270,0:04:30,13:34:30,8083,0,0,3,0,0,1,0,4,4
Whole Day 1 - Fri 24th Apr.mov,280,0:04:40,13:34:40,8383,0,0,4,0,0,1,2,5,5
Whole Day 1 - Fri 24th Apr.mov,290,0:04:50,13:34:50,8682,1,0,2,0,0,1,1,3,4
Whole Day 1 - Fri 24th Apr.mov,300,0:05:00,13:35:00,8981,0,0,7,0,0,2,1,9,9
Whole Day 1 - Fri 24th Apr.mov,310,0:05:10,13:35:10,9281,0,0,11,0,0,0,0,11,11
Whole Day 1 - Fri 24th Apr.mov,320,0:05:20,13:35:20,9580,0,0,7,0,1,1,0,9,9
Whole Day 1 - Fri 24th Apr.mov,330,0:05:30,13:35:30,9880,1,0,11,0,0,1,1,12,13
Whole Day 1 - Fri 24th Apr.mov,340,0:05:40,13:35:40,10179,1,0,5,0,2,1,0,8,9
Whole Day 1 - Fri 24th Apr.mov,350,0:05:50,13:35:50,10478,1,0,8,0,0,0,0,8,9
Whole Day 1 - Fri 24th Apr.mov,360,0:06:00,13:36:00,10778,0,0,7,0,0,2,0,9,9
Whole Day 1 - Fri 24th Apr.mov,370,0:06:10,13:36:10,11077,0,0,3,0,0,1,1,4,4
Whole Day 1 - Fri 24th Apr.mov,380,0:06:20,13:36:20,11377,0,0,6,0,0,2,0,8,8
Whole Day 1 - Fri 24th Apr.mov,390,0:06:30,13:36:30,11676,0,0,7,0,0,2,0,9,9
Whole Day 1 - Fri 24th Apr.mov,400,0:06:40,13:36:40,11975,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,410,0:06:50,13:36:50,12275,0,0,12,0,0,1,0,13,13
Whole Day 1 - Fri 24th Apr.mov,420,0:07:00,13:37:00,12574,1,0,7,0,0,1,0,8,9
Whole Day 1 - Fri 24th Apr.mov,430,0:07:10,13:37:10,12874,2,0,8,0,2,1,0,11,13
Whole Day 1 - Fri 24th Apr.mov,440,0:07:20,13:37:20,13173,1,0,5,0,0,2,1,7,8
Whole Day 1 - Fri 24th Apr.mov,450,0:07:30,13:37:30,13472,0,0,8,0,0,0,0,8,8
Whole Day 1 - Fri 24th Apr.mov,460,0:07:40,13:37:40,13772,0,0,9,0,1,0,0,10,10
Whole Day 1 - Fri 24th Apr.mov,470,0:07:50,13:37:50,14071,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,480,0:08:00,13:38:00,14371,0,0,4,0,0,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,490,0:08:10,13:38:10,14670,0,0,2,0,0,1,0,3,3
Whole Day 1 - Fri 24th Apr.mov,500,0:08:20,13:38:20,14969,1,0,4,0,0,1,0,5,6
Whole Day 1 - Fri 24th Apr.mov,510,0:08:30,13:38:30,15269,0,0,3,0,0,1,0,4,4
Whole Day 1 - Fri 24th Apr.mov,520,0:08:40,13:38:40,15568,0,0,2,0,0,4,0,6,6
Whole Day 1 - Fri 24th Apr.mov,530,0:08:50,13:38:50,15868,5,0,8,1,0,0,0,9,14
Whole Day 1 - Fri 24th Apr.mov,540,0:09:00,13:39:00,16167,1,0,10,0,0,1,0,11,12
Whole Day 1 - Fri 24th Apr.mov,550,0:09:10,13:39:10,16466,1,0,5,0,2,0,0,7,8
Whole Day 1 - Fri 24th Apr.mov,560,0:09:20,13:39:20,16766,0,0,7,0,0,1,1,8,8
Whole Day 1 - Fri 24th Apr.mov,570,0:09:30,13:39:30,17065,0,0,9,0,0,1,0,10,10
Whole Day 1 - Fri 24th Apr.mov,580,0:09:40,13:39:40,17365,0,0,10,0,0,0,0,10,10
Whole Day 1 - Fri 24th Apr.mov,590,0:09:50,13:39:50,17664,0,0,10,0,2,1,0,13,13
Whole Day 1 - Fri 24th Apr.mov,600,0:10:00,13:40:00,17963,2,0,6,0,1,1,0,8,10
Whole Day 1 - Fri 24th Apr.mov,610,0:10:10,13:40:10,18263,0,0,5,0,0,1,1,6,6
Whole Day 1 - Fri 24th Apr.mov,620,0:10:20,13:40:20,18562,1,0,3,0,0,2,0,5,6
Whole Day 1 - Fri 24th Apr.mov,630,0:10:30,13:40:30,18862,0,0,4,0,0,2,0,6,6
Whole Day 1 - Fri 24th Apr.mov,640,0:10:40,13:40:40,19161,3,0,4,0,0,3,0,7,10
Whole Day 1 - Fri 24th Apr.mov,650,0:10:50,13:40:50,19460,2,0,9,0,0,1,1,10,12
Whole Day 1 - Fri 24th Apr.mov,660,0:11:00,13:41:00,19760,1,0,4,0,0,1,1,5,6
Whole Day 1 - Fri 24th Apr.mov,670,0:11:10,13:41:10,20059,0,0,5,0,0,3,1,8,8
Whole Day 1 - Fri 24th Apr.mov,680,0:11:20,13:41:20,20359,0,0,4,0,0,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,690,0:11:30,13:41:30,20658,0,0,3,0,0,2,0,5,5
Whole Day 1 - Fri 24th Apr.mov,700,0:11:40,13:41:40,20957,0,0,8,0,0,2,2,10,10
Whole Day 1 - Fri 24th Apr.mov,710,0:11:50,13:41:50,21257,0,0,5,0,0,0,0,5,5
Whole Day 1 - Fri 24th Apr.mov,720,0:12:00,13:42:00,21556,0,0,0,0,0,1,0,1,1
Whole Day 1 - Fri 24th Apr.mov,730,0:12:10,13:42:10,21856,1,0,5,0,0,1,1,6,7
Whole Day 1 - Fri 24th Apr.mov,740,0:12:20,13:42:20,22155,1,0,4,0,0,1,0,5,6
Whole Day 1 - Fri 24th Apr.mov,750,0:12:30,13:42:30,22454,1,0,7,0,0,1,2,8,9
Whole Day 1 - Fri 24th Apr.mov,760,0:12:40,13:42:40,22754,1,0,6,0,0,1,2,7,8
Whole Day 1 - Fri 24th Apr.mov,770,0:12:50,13:42:50,23053,3,0,4,0,0,1,1,5,8
Whole Day 1 - Fri 24th Apr.mov,780,0:13:00,13:43:00,23353,1,0,11,0,1,1,0,13,14
Whole Day 1 - Fri 24th Apr.mov,790,0:13:10,13:43:10,23652,0,0,2,0,2,2,0,6,6
Whole Day 1 - Fri 24th Apr.mov,800,0:13:20,13:43:20,23951,1,0,6,0,0,0,0,6,7
Whole Day 1 - Fri 24th Apr.mov,810,0:13:30,13:43:30,24251,0,0,4,0,0,0,0,4,4
Whole Day 1 - Fri 24th Apr.mov,820,0:13:40,13:43:40,24550,1,0,7,0,0,0,1,7,8
Whole Day 1 - Fri 24th Apr.mov,830,0:13:50,13:43:50,24850,2,0,1,0,1,1,0,3,5
Whole Day 1 - Fri 24th Apr.mov,840,0:14:00,13:44:00,25149,2,0,2,1,0,1,0,4,6
Whole Day 1 - Fri 24th Apr.mov,850,0:14:10,13:44:10,25448,2,0,3,0,0,1,1,4,6
Whole Day 1 - Fri 24th Apr.mov,860,0:14:20,13:44:20,25748,3,0,1,0,0,1,0,2,5
Whole Day 1 - Fri 24th Apr.mov,870,0:14:30,13:44:30,26047,1,0,4,0,0,1,1,5,6
Whole Day 1 - Fri 24th Apr.mov,880,0:14:40,13:44:40,26347,1,0,10,0,0,0,0,10,11
Whole Day 1 - Fri 24th Apr.mov,890,0:14:50,13:44:50,26646,1,0,11,0,0,1,0,12,13
Whole Day 1 - Fri 24th Apr.mov,900,0:15:00,13:45:00,26945,2,0,8,0,0,1,0,9,11
Whole Day 1 - Fri 24th Apr.mov,910,0:15:10,13:45:10,27245,2,0,6,0,0,1,1,7,9
Whole Day 1 - Fri 24th Apr.mov,920,0:15:20,13:45:20,27544,0,0,8,0,0,3,0,11,11
Whole Day 1 - Fri 24th Apr.mov,930,0:15:30,13:45:30,27844,1,0,9,0,1,2,0,12,13
Whole Day 1 - Fri 24th Apr.mov,940,0:15:40,13:45:40,28143,2,0,4,0,0,1,0,5,7
Whole Day 1 - Fri 24th Apr.mov,950,0:15:50,13:45:50,28442,2,0,4,0,1,2,1,7,9
Whole Day 1 - Fri 24th Apr.mov,960,0:16:00,13:46:00,28742,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,970,0:16:10,13:46:10,29041,0,0,4,0,0,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,980,0:16:20,13:46:20,29341,0,0,3,0,0,1,1,4,4
Whole Day 1 - Fri 24th Apr.mov,990,0:16:30,13:46:30,29640,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,1000,0:16:40,13:46:40,29939,1,0,5,0,0,2,0,7,8
Whole Day 1 - Fri 24th Apr.mov,1010,0:16:50,13:46:50,30239,1,0,9,0,0,2,0,11,12
Whole Day 1 - Fri 24th Apr.mov,1020,0:17:00,13:47:00,30538,1,0,7,0,0,0,0,7,8
Whole Day 1 - Fri 24th Apr.mov,1030,0:17:10,13:47:10,30838,1,0,5,0,0,1,0,6,7
Whole Day 1 - Fri 24th Apr.mov,1040,0:17:20,13:47:20,31137,0,0,12,0,0,1,2,13,13
Whole Day 1 - Fri 24th Apr.mov,1050,0:17:30,13:47:30,31436,1,0,12,0,0,1,1,13,14
Whole Day 1 - Fri 24th Apr.mov,1060,0:17:40,13:47:40,31736,0,0,7,0,0,3,0,10,10
Whole Day 1 - Fri 24th Apr.mov,1070,0:17:50,13:47:50,32035,1,0,4,0,0,3,1,7,8
Whole Day 1 - Fri 24th Apr.mov,1080,0:18:00,13:48:00,32335,1,0,5,0,0,1,0,6,7
Whole Day 1 - Fri 24th Apr.mov,1090,0:18:10,13:48:10,32634,0,0,3,0,0,1,1,4,4
Whole Day 1 - Fri 24th Apr.mov,1100,0:18:20,13:48:20,32933,0,0,3,0,1,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,1110,0:18:30,13:48:30,33233,2,0,4,0,0,2,0,6,8
Whole Day 1 - Fri 24th Apr.mov,1120,0:18:40,13:48:40,33532,2,0,5,0,0,4,2,9,11
Whole Day 1 - Fri 24th Apr.mov,1130,0:18:50,13:48:50,33832,0,0,6,0,0,2,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1140,0:19:00,13:49:00,34131,1,0,5,0,2,1,1,8,9
Whole Day 1 - Fri 24th Apr.mov,1150,0:19:10,13:49:10,34430,1,0,9,0,1,2,0,12,13
Whole Day 1 - Fri 24th Apr.mov,1160,0:19:20,13:49:20,34730,1,0,10,0,0,1,0,11,12
Whole Day 1 - Fri 24th Apr.mov,1170,0:19:30,13:49:30,35029,0,0,8,0,1,2,0,11,11
Whole Day 1 - Fri 24th Apr.mov,1180,0:19:40,13:49:40,35329,1,0,6,0,0,2,0,8,9
Whole Day 1 - Fri 24th Apr.mov,1190,0:19:50,13:49:50,35628,0,0,4,0,0,1,1,5,5
Whole Day 1 - Fri 24th Apr.mov,1200,0:20:00,13:50:00,35927,0,0,1,0,0,1,1,2,2
Whole Day 1 - Fri 24th Apr.mov,1210,0:20:10,13:50:10,36227,0,0,4,0,0,2,0,6,6
Whole Day 1 - Fri 24th Apr.mov,1220,0:20:20,13:50:20,36526,0,0,3,0,0,2,1,5,5
Whole Day 1 - Fri 24th Apr.mov,1230,0:20:30,13:50:30,36826,0,0,6,0,0,2,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1240,0:20:40,13:50:40,37125,0,0,5,0,0,1,1,6,6
Whole Day 1 - Fri 24th Apr.mov,1250,0:20:50,13:50:50,37424,1,0,4,0,1,3,0,8,9
Whole Day 1 - Fri 24th Apr.mov,1260,0:21:00,13:51:00,37724,1,0,5,0,2,0,1,7,8
Whole Day 1 - Fri 24th Apr.mov,1270,0:21:10,13:51:10,38023,1,0,6,0,0,1,1,7,8
Whole Day 1 - Fri 24th Apr.mov,1280,0:21:20,13:51:20,38323,1,0,8,0,0,1,0,9,10
Whole Day 1 - Fri 24th Apr.mov,1290,0:21:30,13:51:30,38622,0,0,6,0,1,3,1,10,10
Whole Day 1 - Fri 24th Apr.mov,1300,0:21:40,13:51:40,38921,0,0,7,0,0,0,0,7,7
Whole Day 1 - Fri 24th Apr.mov,1310,0:21:50,13:51:50,39221,0,0,3,0,0,2,1,5,5
Whole Day 1 - Fri 24th Apr.mov,1320,0:22:00,13:52:00,39520,0,0,0,0,0,1,1,1,1
Whole Day 1 - Fri 24th Apr.mov,1330,0:22:10,13:52:10,39820,1,0,1,1,0,1,1,3,4
Whole Day 1 - Fri 24th Apr.mov,1340,0:22:20,13:52:20,40119,0,0,2,0,0,1,0,3,3
Whole Day 1 - Fri 24th Apr.mov,1350,0:22:30,13:52:30,40418,0,0,2,0,0,1,1,3,3
Whole Day 1 - Fri 24th Apr.mov,1360,0:22:40,13:52:40,40718,1,0,4,0,0,1,2,5,6
Whole Day 1 - Fri 24th Apr.mov,1370,0:22:50,13:52:50,41017,1,0,4,0,0,1,2,5,6
Whole Day 1 - Fri 24th Apr.mov,1380,0:23:00,13:53:00,41317,1,0,5,0,0,1,1,6,7
Whole Day 1 - Fri 24th Apr.mov,1390,0:23:10,13:53:10,41616,3,0,10,0,1,1,0,12,15
Whole Day 1 - Fri 24th Apr.mov,1400,0:23:20,13:53:20,41915,1,0,7,0,0,2,2,9,10
Whole Day 1 - Fri 24th Apr.mov,1410,0:23:30,13:53:30,42215,0,0,8,0,0,0,1,8,8
Whole Day 1 - Fri 24th Apr.mov,1420,0:23:40,13:53:40,42514,0,0,7,0,0,0,2,7,7
Whole Day 1 - Fri 24th Apr.mov,1430,0:23:50,13:53:50,42814,0,0,6,0,1,2,0,9,9
Whole Day 1 - Fri 24th Apr.mov,1440,0:24:00,13:54:00,43113,2,0,5,0,0,1,1,6,8
Whole Day 1 - Fri 24th Apr.mov,1450,0:24:10,13:54:10,43412,1,0,3,0,0,1,0,4,5
Whole Day 1 - Fri 24th Apr.mov,1460,0:24:20,13:54:20,43712,1,0,3,0,0,1,1,4,5
Whole Day 1 - Fri 24th Apr.mov,1470,0:24:30,13:54:30,44011,1,0,1,0,0,1,0,2,3
Whole Day 1 - Fri 24th Apr.mov,1480,0:24:40,13:54:40,44311,1,0,0,0,0,1,1,1,2
Whole Day 1 - Fri 24th Apr.mov,1490,0:24:50,13:54:50,44610,1,0,1,0,0,1,2,2,3
Whole Day 1 - Fri 24th Apr.mov,1500,0:25:00,13:55:00,44909,1,0,7,0,0,1,1,8,9
Whole Day 1 - Fri 24th Apr.mov,1510,0:25:10,13:55:10,45209,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1520,0:25:20,13:55:20,45508,1,0,10,0,0,1,2,11,12
Whole Day 1 - Fri 24th Apr.mov,1530,0:25:30,13:55:30,45808,0,0,8,0,0,0,1,8,8
Whole Day 1 - Fri 24th Apr.mov,1540,0:25:40,13:55:40,46107,0,0,5,0,2,3,0,10,10
Whole Day 1 - Fri 24th Apr.mov,1550,0:25:50,13:55:50,46406,3,0,13,0,1,1,2,15,18
Whole Day 1 - Fri 24th Apr.mov,1560,0:26:00,13:56:00,46706,1,0,11,0,1,1,0,13,14
Whole Day 1 - Fri 24th Apr.mov,1570,0:26:10,13:56:10,47005,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1580,0:26:20,13:56:20,47305,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,1590,0:26:30,13:56:30,47604,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,1600,0:26:40,13:56:40,47903,0,0,2,0,0,1,0,3,3
Whole Day 1 - Fri 24th Apr.mov,1610,0:26:50,13:56:50,48203,0,0,1,0,0,1,1,2,2
Whole Day 1 - Fri 24th Apr.mov,1620,0:27:00,13:57:00,48502,1,0,1,0,0,1,1,2,3
Whole Day 1 - Fri 24th Apr.mov,1630,0:27:10,13:57:10,48802,0,0,1,0,0,1,0,2,2
Whole Day 1 - Fri 24th Apr.mov,1640,0:27:20,13:57:20,49101,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,1650,0:27:30,13:57:30,49400,0,0,9,0,0,1,0,10,10
Whole Day 1 - Fri 24th Apr.mov,1660,0:27:40,13:57:40,49700,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1670,0:27:50,13:57:50,49999,0,0,8,0,0,1,1,9,9
Whole Day 1 - Fri 24th Apr.mov,1680,0:28:00,13:58:00,50299,0,0,7,0,0,0,1,7,7
Whole Day 1 - Fri 24th Apr.mov,1690,0:28:10,13:58:10,50598,0,0,5,0,0,2,0,7,7
Whole Day 1 - Fri 24th Apr.mov,1700,0:28:20,13:58:20,50897,0,0,9,0,0,0,0,9,9
Whole Day 1 - Fri 24th Apr.mov,1710,0:28:30,13:58:30,51197,0,0,8,0,0,1,1,9,9
Whole Day 1 - Fri 24th Apr.mov,1720,0:28:40,13:58:40,51496,0,0,9,0,0,2,1,11,11
Whole Day 1 - Fri 24th Apr.mov,1730,0:28:50,13:58:50,51796,0,0,4,0,1,0,0,5,5
Whole Day 1 - Fri 24th Apr.mov,1740,0:29:00,13:59:00,52095,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1750,0:29:10,13:59:10,52394,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1760,0:29:20,13:59:20,52694,0,0,2,0,0,1,0,3,3
Whole Day 1 - Fri 24th Apr.mov,1770,0:29:30,13:59:30,52993,0,0,9,0,0,3,0,12,12
Whole Day 1 - Fri 24th Apr.mov,1780,0:29:40,13:59:40,53293,0,0,4,0,0,1,1,5,5
Whole Day 1 - Fri 24th Apr.mov,1790,0:29:50,13:59:50,53592,0,0,11,0,0,1,0,12,12
Whole Day 1 - Fri 24th Apr.mov,1800,0:30:00,14:00:00,53891,0,0,8,0,0,3,0,11,11
Whole Day 1 - Fri 24th Apr.mov,1810,0:30:10,14:00:10,54191,1,0,10,0,1,1,1,12,13
Whole Day 1 - Fri 24th Apr.mov,1820,0:30:20,14:00:20,54490,1,0,11,0,0,1,0,12,13
Whole Day 1 - Fri 24th Apr.mov,1830,0:30:30,14:00:30,54790,4,0,4,0,1,0,0,5,9
Whole Day 1 - Fri 24th Apr.mov,1840,0:30:40,14:00:40,55089,3,0,2,0,0,2,0,4,7
Whole Day 1 - Fri 24th Apr.mov,1850,0:30:50,14:00:50,55388,3,0,3,0,0,2,1,5,8
Whole Day 1 - Fri 24th Apr.mov,1860,0:31:00,14:01:00,55688,0,0,5,0,1,1,1,7,7
Whole Day 1 - Fri 24th Apr.mov,1870,0:31:10,14:01:10,55987,0,0,3,0,0,1,1,4,4
Whole Day 1 - Fri 24th Apr.mov,1880,0:31:20,14:01:20,56287,0,0,2,0,0,1,1,3,3
Whole Day 1 - Fri 24th Apr.mov,1890,0:31:30,14:01:30,56586,0,0,0,0,0,1,0,1,1
Whole Day 1 - Fri 24th Apr.mov,1900,0:31:40,14:01:40,56885,0,0,3,0,0,1,0,4,4
Whole Day 1 - Fri 24th Apr.mov,1910,0:31:50,14:01:50,57185,0,0,3,0,0,1,1,4,4
Whole Day 1 - Fri 24th Apr.mov,1920,0:32:00,14:02:00,57484,0,0,5,0,0,2,1,7,7
Whole Day 1 - Fri 24th Apr.mov,1930,0:32:10,14:02:10,57784,0,0,6,0,1,1,1,8,8
Whole Day 1 - Fri 24th Apr.mov,1940,0:32:20,14:02:20,58083,0,0,7,0,0,1,0,8,8
Whole Day 1 - Fri 24th Apr.mov,1950,0:32:30,14:02:30,58382,0,0,8,0,0,1,1,9,9
Whole Day 1 - Fri 24th Apr.mov,1960,0:32:40,14:02:40,58682,0,0,8,0,1,2,0,11,11
Whole Day 1 - Fri 24th Apr.mov,1970,0:32:50,14:02:50,58981,0,0,11,0,0,1,1,12,12
Whole Day 1 - Fri 24th Apr.mov,1980,0:33:00,14:03:00,59280,1,0,9,0,0,1,1,10,11
Whole Day 1 - Fri 24th Apr.mov,1990,0:33:10,14:03:10,59580,0,0,7,0,0,0,0,7,7
Whole Day 1 - Fri 24th Apr.mov,2000,0:33:20,14:03:20,59879,0,0,4,0,0,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,2010,0:33:30,14:03:30,60179,0,0,6,0,1,1,1,8,8
Whole Day 1 - Fri 24th Apr.mov,2020,0:33:40,14:03:40,60478,0,0,0,0,0,1,1,1,1
Whole Day 1 - Fri 24th Apr.mov,2030,0:33:50,14:03:50,60777,0,0,2,0,0,1,1,3,3
Whole Day 1 - Fri 24th Apr.mov,2040,0:34:00,14:04:00,61077,1,0,0,0,0,1,1,1,2
Whole Day 1 - Fri 24th Apr.mov,2050,0:34:10,14:04:10,61376,0,0,0,0,0,1,1,1,1
Whole Day 1 - Fri 24th Apr.mov,2060,0:34:20,14:04:20,61676,0,0,4,0,0,1,0,5,5
Whole Day 1 - Fri 24th Apr.mov,2070,0:34:30,14:04:30,61975,0,0,9,0,1,1,0,11,11
Whole Day 1 - Fri 24th Apr.mov,2080,0:34:40,14:04:40,62274,0,0,9,0,1,1,1,11,11
Whole Day 1 - Fri 24th Apr.mov,2090,0:34:50,14:04:50,62574,0,0,10,0,1,1,1,12,12
Whole Day 1 - Fri 24th Apr.mov,2100,0:35:00,14:05:00,62873,0,0,13,0,0,0,0,13,13
Whole Day 1 - Fri 24th Apr.mov,2110,0:35:10,14:05:10,63173,0,0,7,0,1,1,1,9,9
Whole Day 1 - Fri 24th Apr.mov,2120,0:35:20,14:05:20,63472,0,0,6,0,0,1,0,7,7
Whole Day 1 - Fri 24th Apr.mov,2130,0:35:30,14:05:30,63771,0,0,5,0,0,1,0,6,6
Whole Day 1 - Fri 24th Apr.mov,2140,0:35:40,14:05:40,64071,0,0,8,0,0,0,1,8,8
Whole Day 1 - Fri 24th Apr.mov,2150,0:35:50,14:05:50,64370,0,0,8,0,0,0,0,8,8
Whole Day 1 - Fri 24th Apr.mov,2160,0:36:00,14:06:00,64670,0,0,7,0,0,1,1,8,8
Whole Day 1 - Fri 24th Apr.mov,2170,0:36:10,14:06:10,64969,0,0,5,0,1,2,0,8,8
Whole Day 1 - Fri 24th Apr.mov,2180,0:36:20,14:06:20,65268,0,0,0,0,0,1,0,1,1
Whole Day 1 - Fri 24th Apr.mov,2190,0:36:30,14:06:30,65568,0,0,6,0,0,1,0,7,7
Whole Day 1 - Fri 24th Apr.mov,2200,0:36:40,14:06:40,65867,0,0,8,0,0,1,0,9,9
Whole Day 1 - Fri 24th Apr.mov,2210,0:36:50,14:06:50,66167,0,0,9,0,0,2,0,11,11
Whole Day 1 - Fri 24th Apr.mov,2220,0:37:00,14:07:00,66466,0,0,9,0,0,1,1,10,10
Whole Day 1 - Fri 24th Apr.mov,2230,0:37:10,14:07:10,66765,0,0,9,0,0,1,1,10,10
Whole Day 1 - Fri 24th Apr.mov,2240,0:37:20,14:07:20,67065,2,0,9,0,0,0,1,9,11
Whole Day 1 - Fri 24th Apr.mov,2250,0:37:30,14:07:30,67364,2,0,9,0,0,1,0,10,12
Whole Day 1 - Fri 24th Apr.mov,2260,0:37:40,14:07:40,67664,3,0,8,0,4,0,0,12,15
Whole Day 1 - Fri 24th Apr.mov,2270,0:37:50,14:07:50,67963,0,0,11,0,0,2,0,13,13
Whole Day 1 - Fri 24th Apr.mov,2280,0:38:00,14:08:00,68262,1,0,9,0,0,1,1,10,11
Whole Day 1 - Fri 24th Apr.mov,2290,0:38:10,14:08:10,68562,2,0,9,0,0,2,1,11,13
Whole Day 1 - Fri 24th Apr.mov,2300,0:38:20,14:08:20,68861,4,0,10,0,0,1,0,11,15
Whole Day 1 - Fri 24th Apr.mov,2310,0:38:30,14:08:30,69161,3,0,1,0,0,1,2,2,5
Whole Day 1 - Fri 24th Apr.mov,2320,0:38:40,14:08:40,69460,3,0,0,0,0,1,3,1,4
Whole Day 1 - Fri 24th Apr.mov,2330,0:38:50,14:08:50,69759,4,0,2,0,0,2,3,4,8
Whole Day 1 - Fri 24th Apr.mov,2340,0:39:00,14:09:00,70059,3,1,2,1,0,1,2,4,8
Whole Day 1 - Fri 24th Apr.mov,2350,0:39:10,14:09:10,70358,2,0,2,0,0,1,3,3,5
Whole Day 1 - Fri 24th Apr.mov,2360,0:39:20,14:09:20,70658,3,0,7,0,0,0,2,7,10
Whole Day 1 - Fri 24th Apr.mov,2370,0:39:30,14:09:30,70957,4,0,7,0,0,1,0,8,12
Whole Day 1 - Fri 24th Apr.mov,2380,0:39:40,14:09:40,71256,1,0,9,0,0,1,0,10,11
