Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Step,ElapsedMinutes,ElapsedHours,TotalCount,TotalMismatch,Hour,Minute,QuarterHour,DayOfWeekNum,IsWeekend,Hour_sin,Hour_cos,Day_sin,Day_cos,Total_lag_1,Total_lag_2,Total_lag_3,Total_lag_4,Car_lag_1,Bike_lag_1,Bus_lag_1,Truck_lag_1,Total_roll_mean_3,Total_roll_mean_4,Total_roll_std_4,Total_change_1,Total_pct_change_1,CongestionScore,CongestionScore_norm,TrafficSituationEncoded,Target_Next_Total
1:00:00 AM,10,Tuesday,11,2,1,34,48,normal,4,60,1.0,48,0,1,0,0,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,50.0,46.0,52.0,41.0,10.0,2.0,2.0,36.0,48.0,49.0,2.5819888974716103,-2.0,-0.040000000000000036,48,0.10465116279069768,1.0,56.0
1:15:00 AM,10,Tuesday,15,1,1,39,56,normal,5,75,1.25,56,0,1,15,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,48.0,50.0,46.0,52.0,11.0,2.0,1.0,34.0,51.333333333333336,50.0,4.320493798938573,8.0,0.16666666666666674,56,0.13565891472868216,1.0,45.0
1:30:00 AM,10,Tuesday,14,2,2,27,45,normal,6,90,1.5,45,0,1,30,2,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,56.0,48.0,50.0,46.0,15.0,1.0,1.0,39.0,49.666666666666664,49.75,4.645786621588784,-11.0,-0.1964285714285714,45,0.09302325581395349,1.0,36.0
1:45:00 AM,10,Tuesday,13,2,1,20,36,normal,7,105,1.75,36,0,1,45,3,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,45.0,56.0,48.0,50.0,14.0,2.0,2.0,27.0,45.666666666666664,46.25,8.261355820929152,-9.0,-0.19999999999999996,36,0.05813953488372093,1.0,33.0
2:00:00 AM,10,Tuesday,7,0,0,26,33,normal,8,120,2.0,33,0,2,0,0,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,36.0,45.0,56.0,48.0,13.0,2.0,1.0,20.0,38.0,42.5,10.3440804327886,-3.0,-0.08333333333333337,33,0.046511627906976744,1.0,47.0
2:15:00 AM,10,Tuesday,13,0,0,34,47,normal,9,135,2.25,47,0,2,15,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,33.0,36.0,45.0,56.0,7.0,0.0,0.0,26.0,38.666666666666664,40.25,6.80073525436772,14.0,0.4242424242424243,47,0.10077519379844961,1.0,55.0
2:30:00 AM,10,Tuesday,15,2,0,38,55,normal,10,150,2.5,55,0,2,30,2,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,47.0,33.0,36.0,45.0,13.0,0.0,0.0,34.0,45.0,42.75,10.144785195688799,8.0,0.17021276595744683,55,0.13178294573643412,1.0,44.0
2:45:00 AM,10,Tuesday,5,2,0,37,44,normal,11,165,2.75,44,0,2,45,3,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,55.0,47.0,33.0,36.0,15.0,2.0,0.0,38.0,48.666666666666664,44.75,9.105858919765156,-11.0,-0.19999999999999996,44,0.08914728682170543,1.0,44.0
3:00:00 AM,10,Tuesday,9,1,0,34,44,normal,12,180,3.0,44,0,3,0,0,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,44.0,55.0,47.0,33.0,5.0,2.0,0.0,37.0,47.666666666666664,47.5,5.196152422706631,0.0,0.0,44,0.08914728682170543,1.0,45.0
3:15:00 AM,10,Tuesday,8,0,2,35,45,normal,13,195,3.25,45,0,3,15,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,44.0,44.0,55.0,47.0,9.0,1.0,0.0,34.0,44.333333333333336,47.0,5.354126134736336,1.0,0.022727272727272707,45,0.09302325581395349,1.0,41.0
3:30:00 AM,10,Tuesday,7,0,0,34,41,normal,14,210,3.5,41,0,3,30,2,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,45.0,44.0,44.0,55.0,8.0,0.0,2.0,35.0,43.333333333333336,43.5,1.732050807568877,-4.0,-0.0888888888888889,41,0.07751937984496124,1.0,51.0
3:45:00 AM,10,Tuesday,10,1,2,38,51,normal,15,225,3.75,51,0,3,45,3,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,41.0,45.0,44.0,44.0,7.0,0.0,0.0,34.0,45.666666666666664,45.25,4.193248541803041,10.0,0.24390243902439024,51,0.11627906976744186,1.0,102.0
4:00:00 AM,10,Tuesday,82,7,3,10,102,low,16,240,4.0,102,0,4,0,0,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,51.0,41.0,45.0,44.0,10.0,1.0,2.0,38.0,64.66666666666667,59.75,28.464890654980568,51.0,1.0,102,0.313953488372093,0.0,104.0
4:15:00 AM,10,Tuesday,71,3,0,30,104,normal,17,255,4.25,104,0,4,15,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,102.0,51.0,41.0,45.0,82.0,7.0,3.0,10.0,85.66666666666667,74.5,33.17127271199182,2.0,0.019607843137254832,104,0.32170542635658916,1.0,111.0
4:30:00 AM,10,Tuesday,89,10,2,10,111,low,18,270,4.5,111,0,4,30,2,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,104.0,102.0,51.0,41.0,71.0,3.0,0.0,30.0,105.66666666666667,92.0,27.604347483684517,7.0,0.06730769230769229,111,0.3488372093023256,0.0,98.0
4:45:00 AM,10,Tuesday,77,3,0,18,98,low,19,285,4.75,98,0,4,45,3,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,111.0,104.0,102.0,51.0,89.0,10.0,2.0,10.0,104.33333333333333,103.75,5.43905629069354,-13.0,-0.11711711711711714,98,0.29844961240310075,0.0,114.0
5:00:00 AM,10,Tuesday,90,2,0,22,114,normal,20,300,5.0,114,0,5,0,0,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,98.0,111.0,104.0,102.0,77.0,3.0,0.0,18.0,107.66666666666667,106.75,7.182153808805056,16.0,0.16326530612244894,114,0.36046511627906974,1.0,115.0
5:15:00 AM,10,Tuesday,84,1,7,23,115,normal,21,315,5.25,115,0,5,15,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,114.0,98.0,111.0,104.0,90.0,2.0,0.0,22.0,109.0,109.5,7.852812659593141,1.0,0.00877192982456143,115,0.3643410852713178,1.0,112.0
5:30:00 AM,10,Tuesday,88,8,6,10,112,normal,22,330,5.5,112,0,5,30,2,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,115.0,114.0,98.0,111.0,84.0,1.0,7.0,23.0,113.66666666666667,109.75,7.932002689527173,-3.0,-0.02608695652173909,112,0.35271317829457366,1.0,147.0
5:45:00 AM,10,Tuesday,97,27,15,8,147,normal,23,345,5.75,147,0,5,45,3,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,112.0,115.0,114.0,98.0,88.0,8.0,6.0,10.0,124.66666666666667,122.0,16.713268182295554,35.0,0.3125,147,0.4883720930232558,1.0,152.0
6:00:00 AM,10,Tuesday,107,10,24,11,152,normal,24,360,6.0,152,0,6,0,0,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,147.0,112.0,115.0,114.0,97.0,27.0,15.0,8.0,137.0,131.5,20.920484379350928,5.0,0.03401360544217691,152,0.5077519379844961,1.0,124.0
6:15:00 AM,10,Tuesday,82,26,11,5,124,normal,25,375,6.25,124,0,6,15,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,152.0,147.0,112.0,115.0,107.0,10.0,24.0,11.0,141.0,133.75,18.945096111307176,-28.0,-0.1842105263157895,124,0.3992248062015504,1.0,143.0
6:30:00 AM,10,Tuesday,93,16,24,10,143,normal,26,390,6.5,143,0,6,30,2,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,124.0,152.0,147.0,112.0,82.0,26.0,11.0,5.0,139.66666666666666,141.5,12.233832869001693,19.0,0.153225806451613,143,0.4728682170542636,1.0,166.0
6:45:00 AM,10,Tuesday,128,18,14,6,166,normal,27,405,6.75,166,0,6,45,3,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,143.0,124.0,152.0,147.0,93.0,16.0,24.0,10.0,144.33333333333334,146.25,17.594980344783934,23.0,0.16083916083916083,166,0.562015503875969,1.0,155.0
7:00:00 AM,10,Tuesday,110,19,12,14,155,normal,28,420,7.0,155,0,7,0,0,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,166.0,143.0,124.0,152.0,128.0,18.0,14.0,6.0,154.66666666666666,147.0,17.98147194568156,-11.0,-0.0662650602409639,155,0.5193798449612403,1.0,150.0
7:15:00 AM,10,Tuesday,122,13,10,5,150,normal,29,435,7.25,150,0,7,15,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,155.0,166.0,143.0,124.0,110.0,19.0,12.0,14.0,157.0,153.5,9.678154093971965,-5.0,-0.032258064516129004,150,0.5,1.0,134.0
7:30:00 AM,10,Tuesday,92,14,16,12,134,normal,30,450,7.5,134,0,7,30,2,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,150.0,155.0,166.0,143.0,122.0,13.0,10.0,5.0,146.33333333333334,151.25,13.301002468485835,-16.0,-0.10666666666666669,134,0.437984496124031,1.0,202.0
7:45:00 AM,10,Tuesday,143,30,17,12,202,heavy,31,465,7.75,202,0,7,45,3,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,134.0,150.0,155.0,166.0,92.0,14.0,16.0,12.0,162.0,160.25,29.23895802977025,68.0,0.5074626865671641,202,0.7015503875968992,2.0,184.0
8:00:00 AM,10,Tuesday,134,18,21,11,184,heavy,32,480,8.0,184,0,8,0,0,1,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,202.0,134.0,150.0,155.0,143.0,30.0,17.0,12.0,173.33333333333334,167.5,31.042980956516825,-18.0,-0.08910891089108908,184,0.6317829457364341,2.0,193.0
8:15:00 AM,10,Tuesday,134,30,15,14,193,heavy,33,495,8.25,193,0,8,15,1,1,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,184.0,202.0,134.0,150.0,134.0,18.0,21.0,11.0,193.0,178.25,30.401480227120512,9.0,0.048913043478260976,193,0.6666666666666666,2.0,159.0
8:30:00 AM,10,Tuesday,119,13,14,13,159,normal,34,510,8.5,159,0,8,30,2,1,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,193.0,184.0,202.0,134.0,134.0,30.0,15.0,14.0,178.66666666666666,184.5,18.520259177452118,-34.0,-0.17616580310880825,159,0.5348837209302325,1.0,186.0
8:45:00 AM,10,Tuesday,139,12,22,13,186,heavy,35,525,8.75,186,0,8,45,3,1,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,159.0,193.0,184.0,202.0,119.0,13.0,14.0,13.0,179.33333333333334,180.5,14.843629385474857,27.0,0.16981132075471694,186,0.6395348837209303,2.0,113.0
9:00:00 AM,10,Tuesday,73,9,14,17,113,normal,36,540,9.0,113,0,9,0,0,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,186.0,159.0,193.0,184.0,139.0,12.0,22.0,13.0,152.66666666666666,162.75,36.26177969524753,-73.0,-0.3924731182795699,113,0.35658914728682173,1.0,60.0
9:15:00 AM,10,Tuesday,33,12,9,6,60,low,37,555,9.25,60,0,9,15,1,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,113.0,186.0,159.0,193.0,73.0,9.0,14.0,17.0,119.66666666666667,129.5,55.27205442174191,-53.0,-0.4690265486725663,60,0.1511627906976744,0.0,113.0
9:45:00 AM,10,Tuesday,69,12,10,5,96,low,39,585,9.75,96,0,9,45,3,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,113.0,60.0,113.0,186.0,69.0,9.0,26.0,9.0,89.66666666666667,95.5,24.986663109213534,-17.0,-0.1504424778761062,96,0.29069767441860467,0.0,92.0
10:00:00 AM,10,Tuesday,55,11,9,17,92,low,40,600,10.0,92,0,10,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,96.0,113.0,60.0,113.0,69.0,12.0,10.0,5.0,100.33333333333333,90.25,22.126530078919572,-4.0,-0.04166666666666663,92,0.2751937984496124,0.0,78.0
10:15:00 AM,10,Tuesday,32,7,27,12,78,normal,41,615,10.25,78,0,10,15,1,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,92.0,96.0,113.0,60.0,55.0,11.0,9.0,17.0,88.66666666666667,94.75,14.40775254275741,-14.0,-0.15217391304347827,78,0.22093023255813954,1.0,78.0
10:30:00 AM,10,Tuesday,53,13,7,5,78,low,42,630,10.5,78,0,10,30,2,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.0,92.0,96.0,113.0,32.0,7.0,27.0,12.0,82.66666666666667,86.0,9.38083151964682,0.0,0.0,78,0.22093023255813954,0.0,88.0
10:45:00 AM,10,Tuesday,34,10,9,35,88,normal,43,645,10.75,88,0,10,45,3,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,78.0,78.0,92.0,96.0,53.0,13.0,7.0,5.0,81.33333333333333,84.0,7.118052168020824,10.0,0.1282051282051282,88,0.2596899224806202,1.0,78.0
11:00:00 AM,10,Tuesday,32,10,10,26,78,normal,44,660,11.0,78,0,11,0,0,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,88.0,78.0,78.0,92.0,34.0,10.0,9.0,35.0,81.33333333333333,80.5,4.999999999999927,-10.0,-0.11363636363636365,78,0.22093023255813954,1.0,87.0
11:15:00 AM,10,Tuesday,47,10,5,25,87,normal,45,675,11.25,87,0,11,15,1,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,78.0,88.0,78.0,78.0,32.0,10.0,10.0,26.0,84.33333333333333,82.75,5.499999999999935,9.0,0.11538461538461542,87,0.2558139534883721,1.0,62.0
11:30:00 AM,10,Tuesday,28,0,5,29,62,normal,46,690,11.5,62,0,11,30,2,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,87.0,78.0,88.0,78.0,47.0,10.0,5.0,25.0,75.66666666666667,78.75,12.03813385316287,-25.0,-0.28735632183908044,62,0.15891472868217055,1.0,89.0
11:45:00 AM,10,Tuesday,35,7,13,34,89,normal,47,705,11.75,89,0,11,45,3,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,62.0,87.0,78.0,88.0,28.0,0.0,5.0,29.0,79.33333333333333,79.0,12.301761391497259,27.0,0.435483870967742,89,0.26356589147286824,1.0,87.0
12:00:00 PM,10,Tuesday,38,10,8,31,87,normal,48,720,12.0,87,0,12,0,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,89.0,62.0,87.0,78.0,35.0,7.0,13.0,34.0,79.33333333333333,81.25,12.867918764638382,-2.0,-0.022471910112359605,87,0.2558139534883721,1.0,82.0
12:15:00 PM,10,Tuesday,32,3,12,35,82,normal,49,735,12.25,82,0,12,15,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,87.0,89.0,62.0,87.0,38.0,10.0,8.0,31.0,86.0,80.0,12.355835328567062,-5.0,-0.05747126436781613,82,0.2364341085271318,1.0,100.0
12:30:00 PM,10,Tuesday,54,5,12,29,100,normal,50,750,12.5,100,0,12,30,2,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,82.0,87.0,89.0,62.0,32.0,3.0,12.0,35.0,89.66666666666667,89.5,7.593857166596295,18.0,0.2195121951219512,100,0.3062015503875969,1.0,95.0
12:45:00 PM,10,Tuesday,52,2,12,29,95,normal,51,765,12.75,95,0,12,45,3,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,100.0,82.0,87.0,89.0,54.0,5.0,12.0,29.0,92.33333333333333,91.0,8.041558721209832,-5.0,-0.050000000000000044,95,0.2868217054263566,1.0,135.0
1:00:00 PM,10,Tuesday,68,19,18,30,135,normal,52,780,13.0,135,0,13,0,0,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,95.0,100.0,82.0,87.0,52.0,2.0,12.0,29.0,110.0,103.0,22.642143596988912,40.0,0.42105263157894735,135,0.4418604651162791,1.0,108.0
1:15:00 PM,10,Tuesday,73,15,3,17,108,low,53,795,13.25,108,0,13,15,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,135.0,95.0,100.0,82.0,68.0,19.0,18.0,30.0,112.66666666666667,109.5,17.823205847059782,-27.0,-0.19999999999999996,108,0.3372093023255814,0.0,80.0
1:30:00 PM,10,Tuesday,21,18,18,23,80,normal,54,810,13.5,80,0,13,30,2,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,108.0,135.0,95.0,100.0,73.0,15.0,3.0,17.0,107.66666666666667,104.5,23.33095225946281,-28.0,-0.2592592592592593,80,0.22868217054263565,1.0,101.0
1:45:00 PM,10,Tuesday,63,11,16,11,101,normal,55,825,13.75,101,0,13,45,3,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,80.0,108.0,135.0,95.0,21.0,18.0,18.0,23.0,96.33333333333333,106.0,22.700954458641878,21.0,0.26249999999999996,101,0.31007751937984496,1.0,62.0
2:00:00 PM,10,Tuesday,7,17,20,18,62,normal,56,840,14.0,62,0,14,0,0,1,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,101.0,80.0,108.0,135.0,63.0,11.0,16.0,11.0,81.0,87.75,20.8865985742054,-39.0,-0.38613861386138615,62,0.15891472868217055,1.0,140.0
2:30:00 PM,10,Tuesday,59,14,18,28,119,normal,58,870,14.5,119,0,14,30,2,1,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,140.0,62.0,101.0,80.0,76.0,15.0,32.0,17.0,107.0,105.5,33.09078421554858,-21.0,-0.15000000000000002,119,0.3798449612403101,1.0,116.0
2:45:00 PM,10,Tuesday,90,9,3,14,116,normal,59,885,14.75,116,0,14,45,3,1,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,119.0,140.0,62.0,101.0,59.0,14.0,18.0,28.0,125.0,109.25,33.260336739125165,-3.0,-0.025210084033613467,116,0.3682170542635659,1.0,42.0
3:00:00 PM,10,Tuesday,5,13,4,20,42,normal,60,900,15.0,42,0,15,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,116.0,119.0,140.0,62.0,90.0,9.0,3.0,14.0,92.33333333333333,104.25,42.851487722131644,-74.0,-0.6379310344827587,42,0.08139534883720931,1.0,96.0
3:15:00 PM,10,Tuesday,33,18,22,23,96,normal,61,915,15.25,96,0,15,15,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,42.0,116.0,119.0,140.0,5.0,13.0,4.0,20.0,84.66666666666667,93.25,35.659267145208304,54.0,1.2857142857142856,96,0.29069767441860467,1.0,94.0
3:30:00 PM,10,Tuesday,39,19,13,23,94,normal,62,930,15.5,94,0,15,30,2,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,96.0,42.0,116.0,119.0,33.0,18.0,22.0,23.0,77.33333333333333,87.0,31.60168771864354,-2.0,-0.02083333333333337,94,0.28294573643410853,1.0,195.0
3:45:00 PM,10,Tuesday,150,21,10,14,195,heavy,63,945,15.75,195,0,15,45,3,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,94.0,96.0,42.0,116.0,39.0,19.0,13.0,23.0,128.33333333333334,106.75,63.923782741636934,101.0,1.0744680851063828,195,0.6744186046511628,2.0,212.0
4:00:00 PM,10,Tuesday,126,27,40,19,212,heavy,64,960,16.0,212,0,16,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,195.0,94.0,96.0,42.0,150.0,21.0,10.0,14.0,167.0,149.25,63.03107699116893,17.0,0.08717948717948709,212,0.7403100775193798,2.0,203.0
4:15:00 PM,10,Tuesday,144,7,35,17,203,heavy,65,975,16.25,203,0,16,15,1,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,212.0,195.0,94.0,96.0,126.0,27.0,40.0,19.0,203.33333333333334,176.0,55.1059585404942,-9.0,-0.04245283018867929,203,0.7054263565891473,2.0,188.0
4:30:00 PM,10,Tuesday,145,13,12,18,188,heavy,66,990,16.5,188,0,16,30,2,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,203.0,212.0,195.0,94.0,144.0,7.0,35.0,17.0,201.0,199.5,10.34408043278853,-15.0,-0.07389162561576357,188,0.6472868217054264,2.0,192.0
4:45:00 PM,10,Tuesday,121,29,27,15,192,heavy,67,1005,16.75,192,0,16,45,3,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,188.0,203.0,212.0,195.0,145.0,13.0,12.0,18.0,194.33333333333334,198.75,10.874281585465706,4.0,0.02127659574468077,192,0.6627906976744186,2.0,227.0
5:00:00 PM,10,Tuesday,150,21,37,19,227,heavy,68,1020,17.0,227,0,17,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,192.0,188.0,203.0,212.0,121.0,29.0,27.0,15.0,202.33333333333334,202.5,17.52141546793519,35.0,0.18229166666666674,227,0.7984496124031008,2.0,151.0
5:15:00 PM,10,Tuesday,122,8,10,11,151,normal,69,1035,17.25,151,0,17,15,1,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,227.0,192.0,188.0,203.0,150.0,21.0,37.0,19.0,190.0,189.5,31.075177661063584,-76.0,-0.3348017621145375,151,0.5038759689922481,1.0,202.0
5:30:00 PM,10,Tuesday,129,20,35,18,202,heavy,70,1050,17.5,202,0,17,30,2,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,151.0,227.0,192.0,188.0,122.0,8.0,10.0,11.0,193.33333333333334,193.0,31.633315770982108,51.0,0.3377483443708609,202,0.7015503875968992,2.0,179.0
5:45:00 PM,10,Tuesday,114,7,39,19,179,heavy,71,1065,17.75,179,0,17,45,3,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,202.0,151.0,227.0,192.0,129.0,20.0,35.0,18.0,177.33333333333334,189.75,32.42812565248463,-23.0,-0.11386138613861385,179,0.6124031007751938,2.0,162.0
6:15:00 PM,10,Tuesday,101,22,24,18,165,normal,73,1095,18.25,165,0,18,15,1,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,162.0,179.0,202.0,151.0,109.0,10.0,26.0,17.0,168.66666666666666,177.0,18.23915202707257,3.0,0.0185185185185186,165,0.5581395348837209,1.0,124.0
6:30:00 PM,10,Tuesday,91,13,8,12,124,normal,74,1110,18.5,124,0,18,30,2,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,165.0,162.0,179.0,202.0,101.0,22.0,24.0,18.0,150.33333333333334,157.5,23.530122538284097,-41.0,-0.24848484848484853,124,0.3992248062015504,1.0,128.0
6:45:00 PM,10,Tuesday,90,17,10,11,128,normal,75,1125,18.75,128,0,18,45,3,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,124.0,165.0,162.0,179.0,91.0,13.0,8.0,12.0,139.0,144.75,21.746647251166454,4.0,0.032258064516129004,128,0.41472868217054265,1.0,159.0
7:15:00 PM,10,Tuesday,66,7,5,22,100,normal,77,1155,19.25,100,0,19,15,1,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,159.0,128.0,124.0,165.0,107.0,2.0,15.0,35.0,129.0,127.75,24.22636305074836,-59.0,-0.37106918238993714,100,0.3062015503875969,1.0,140.0
7:30:00 PM,10,Tuesday,98,5,7,30,140,normal,78,1170,19.5,140,0,19,30,2,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,100.0,159.0,128.0,124.0,66.0,7.0,5.0,22.0,133.0,131.75,24.71672847823242,40.0,0.3999999999999999,140,0.46124031007751937,1.0,146.0
7:45:00 PM,10,Tuesday,91,10,17,28,146,normal,79,1185,19.75,146,0,19,45,3,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,140.0,100.0,159.0,128.0,98.0,5.0,7.0,30.0,128.66666666666666,136.25,25.434556545508425,6.0,0.04285714285714293,146,0.4844961240310077,1.0,115.0
8:00:00 PM,10,Tuesday,82,4,9,20,115,normal,80,1200,20.0,115,0,20,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,146.0,140.0,100.0,159.0,91.0,10.0,17.0,28.0,133.66666666666666,125.25,21.530985424112203,-31.0,-0.21232876712328763,115,0.3643410852713178,1.0,112.0
8:15:00 PM,10,Tuesday,65,10,19,18,112,normal,81,1215,20.25,112,0,20,15,1,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,115.0,146.0,140.0,100.0,82.0,4.0,9.0,20.0,124.33333333333333,128.25,17.250603854164993,-3.0,-0.02608695652173909,112,0.35271317829457366,1.0,92.0
8:30:00 PM,10,Tuesday,54,3,20,15,92,normal,82,1230,20.5,92,0,20,30,2,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,112.0,115.0,146.0,140.0,65.0,10.0,19.0,18.0,106.33333333333333,116.25,22.306576010973355,-20.0,-0.1785714285714286,92,0.2751937984496124,1.0,135.0
9:15:00 PM,10,Tuesday,90,9,11,11,121,normal,85,1275,21.25,121,0,21,15,1,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,133.0,135.0,92.0,112.0,70.0,20.0,10.0,33.0,129.66666666666666,120.25,19.822125684867032,-12.0,-0.09022556390977443,121,0.3875968992248062,1.0,138.0
9:30:00 PM,10,Tuesday,96,0,19,23,138,normal,86,1290,21.5,138,0,21,30,2,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,121.0,133.0,135.0,92.0,90.0,9.0,11.0,11.0,130.66666666666666,131.75,7.4554230821149305,17.0,0.14049586776859502,138,0.45348837209302323,1.0,42.0
9:45:00 PM,10,Tuesday,14,1,0,27,42,normal,87,1305,21.75,42,0,21,45,3,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,138.0,121.0,133.0,135.0,96.0,0.0,19.0,23.0,100.33333333333333,108.5,44.903600449555626,-96.0,-0.6956521739130435,42,0.08139534883720931,1.0,44.0
10:00:00 PM,10,Tuesday,7,1,0,36,44,normal,88,1320,22.0,44,0,22,0,0,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,42.0,138.0,121.0,133.0,14.0,1.0,0.0,27.0,74.66666666666667,86.25,50.427340467911506,2.0,0.04761904761904767,44,0.08914728682170543,1.0,46.0
