Actual,Predicted
208.0,172.17208383276974
164.0,141.6642133686676
172.0,146.22092196818758
161.0,143.4092349465875
93.0,134.24370568943968
151.0,127.63783766921247
134.0,127.23902103737841
135.0,126.78995707548789
105.0,126.53527397992082
90.0,123.37313671179704
162.0,119.79094045812262
142.0,127.84732571879222
149.0,107.30955860198765
42.0,103.16598923095556
46.0,41.6306358818442
38.0,43.172153845224415
56.0,41.678127853822986
42.0,43.33528118909495
45.0,41.13141139331095
48.0,41.467774657131976
33.0,41.51732822121598
